#                                    _                                            _
#   ___ __ _ ___ ___  __ _ _ __   __| |_ __ __ _        _____  ___ __   ___  _ __| |_ ___ _ __
#  / __/ _` / __/ __|/ _` | '_ \ / _` | '__/ _` |_____ / _ \ \/ / '_ \ / _ \| '__| __/ _ \ '__|
# | (_| (_| \__ \__ \ (_| | | | | (_| | | | (_| |_____|  __/>  <| |_) | (_) | |  | ||  __/ |
#  \___\__,_|___/___/\__,_|_| |_|\__,_|_|  \__,_|      \___/_/\_\ .__/ \___/|_|   \__\___|_|
#                                                               |_|
#
# TYPE cassandra_node_operation_latency_seconds summary
cassandra_client_request_latency_seconds{operation="rangeslice",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 6.54949E-4 1670359387046
cassandra_client_request_latency_seconds{operation="rangeslice",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 9.43127E-4 1670359387046
cassandra_client_request_latency_seconds{operation="rangeslice",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.002346799 1670359387046
cassandra_client_request_latency_seconds{operation="rangeslice",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.002816159 1670359387046
cassandra_client_request_latency_seconds{operation="rangeslice",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.007007506 1670359387046
cassandra_client_request_latency_seconds{operation="rangeslice",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.017436916 1670359387046
cassandra_client_request_latency_seconds_sum{operation="read",consistency="EACH_QUORUM",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_count{operation="read",consistency="EACH_QUORUM",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="EACH_QUORUM",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="EACH_QUORUM",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="EACH_QUORUM",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="EACH_QUORUM",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="EACH_QUORUM",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="EACH_QUORUM",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_sum{operation="write",consistency="THREE",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_count{operation="write",consistency="THREE",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="THREE",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="THREE",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="THREE",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="THREE",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="THREE",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="THREE",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_sum{operation="read",consistency="QUORUM",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.081669 1670359387046
cassandra_client_request_latency_seconds_count{operation="read",consistency="QUORUM",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 197.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="QUORUM",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="QUORUM",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="QUORUM",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="QUORUM",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="QUORUM",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="read",consistency="QUORUM",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_sum{operation="write",consistency="ONE",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.13751 1670359387046
cassandra_client_request_latency_seconds_count{operation="write",consistency="ONE",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 322.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="ONE",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 2.19342E-4 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="ONE",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 2.6321E-4 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="ONE",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 3.79022E-4 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="ONE",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 3.79022E-4 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="ONE",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 3.79022E-4 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="ONE",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 3.79022E-4 1670359387046
cassandra_client_request_latency_seconds_sum{operation="write",consistency="ALL",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_count{operation="write",consistency="ALL",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="ALL",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="ALL",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="ALL",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="ALL",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="ALL",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="ALL",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_sum{operation="write",consistency="SERIAL",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.087028 1670359387046
cassandra_client_request_latency_seconds_count{operation="write",consistency="SERIAL",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 39.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="SERIAL",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="SERIAL",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="SERIAL",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="SERIAL",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="SERIAL",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="SERIAL",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_sum{operation="write",consistency="NODE_LOCAL",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds_count{operation="write",consistency="NODE_LOCAL",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="NODE_LOCAL",quantile="0.5",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="NODE_LOCAL",quantile="0.75",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="NODE_LOCAL",quantile="0.95",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="NODE_LOCAL",quantile="0.98",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="NODE_LOCAL",quantile="0.99",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_client_request_latency_seconds{operation="write",consistency="NODE_LOCAL",quantile="0.999",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046

# TYPE cassandra_table_disk_space_bytes gauge
cassandra_table_disk_space_bytes{keyspace="system_distributed",table="parent_repair_history",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system_schema",table="keyspaces",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 11107.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system",table="available_ranges_v2",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system",table="paxos",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system",table="transferred_ranges_v2",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cil",table="notification_offset",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system",table="peer_events_v2",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="bwc",table="notification_data",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cilrate_part__1",table="blobs1",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="extpg",table="notification_offset",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system",table="available_ranges",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cilrate_part__1",table="blobs3",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cilrate_part__1",table="blobs0",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system_schema",table="functions",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 5176.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cilrate_part__1",table="blobs5",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cilrate_part__1",table="blobs2",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="extpg",table="notification_data",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cilrate_part__1",table="blobs4",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system",table="built_views",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="ecchronos",table="lock_priority",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="ecchronos",table="lock",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system_traces",table="sessions",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system_schema",table="aggregates",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 5176.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system_traces",table="events",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cil",table="notification_data",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cil",table="clientconnection",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="extpg",table="offsets",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system_distributed",table="view_build_status",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cil",table="functioncontrol",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system_auth",table="network_permissions",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="ecchronos",table="repair_history",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="extpg_partition__1",table="notification_data",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system",table="IndexInfo",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system_schema",table="indexes",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 5090.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="bwc",table="notification_offset",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system",table="view_builds_in_progress",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cil",table="lock",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system_auth",table="role_members",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cilrate_part__1",table="blobs7",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cil",table="schemastorage",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cil",table="storageconfig",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cilrate_part__1",table="blobs9",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="extpg_partition__1",table="items",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system_schema",table="tables",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 26411.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cilrate_part__1",table="blobs6",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cilrate_part__1",table="blobs8",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system",table="peers_v2",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system_schema",table="dropped_columns",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 5334.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system",table="table_estimates",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cilrate",table="blobs1",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="system",table="batches",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cilrate",table="blobs0",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="cilrate",table="blobs3",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
cassandra_table_disk_space_bytes{keyspace="extpg",table="topics",table_type="table",cassandra_cluster="eric-bss-cil-database-cd",cassandra_node="192.168.225.83:7001",cassandra_datacenter="cil1",cassandra_rack="rack1"} 0.0 1670359387046
